,word,ort,pho,wf,frequency,pho_consistency,imageability,img,output,acc,sse_slot1,sse_slot2,sse_slot3,sse_slot4,sse_slot5,sse_slot6,sse_slot7,sse_slot8,sse_slot9,sse_slot10,sse,model,noise
51,foe,__foe_____,__fo______,184,LF,INC,LI,3.5,__fo______,1,0.099739,0.07351700000000001,0.054419,0.08978299999999997,0.08559800000000001,0.06378299999999999,0.082591,0.083673,0.09164900000000001,0.098883,0.8236349999999999,64195158,0
52,food,__food____,__fud_____,10915,HF,INC,HI,6.0,__fud_____,1,0.102509,0.07707,0.06035800000000001,0.086604,0.08938,0.080482,0.08153600000000001,0.099164,0.091515,0.10098800000000001,0.8696060000000001,64195158,0
53,foot,__foot____,__fUt_____,1258,HF,INC,HI,6.7,__fUt_____,1,0.101051,0.077264,0.054815,0.134244,0.089091,0.092507,0.091548,0.095544,0.09347000000000001,0.107106,0.93664,64195158,0
54,fork,__fo_rk___,__fork____,69,LF,INC,HI,6.6,__fork____,1,0.135526,0.09881999999999999,0.07814399999999999,0.094451,0.09815500000000002,0.14614800000000003,0.12033999999999999,0.112696,0.11575700000000001,0.13683,1.136867,64195158,0
55,frail,_frail____,_frel_____,83,LF,CON,LI,3.4,_frel_____,1,0.072539,0.06063,0.029381000000000004,0.059705,0.043155,0.052940999999999995,0.058602,0.0563,0.063388,0.06903000000000001,0.565671,64195158,0
56,friend,_friend___,_frEnd____,2123,HF,INC,HI,5.6,_frEnd____,1,0.083536,0.0807,0.04379300000000001,0.09855600000000002,0.04652200000000001,0.055949000000000006,0.077416,0.079155,0.08486500000000001,0.086676,0.737168,64195158,0
57,front,_fro_nt___,_fr^nt____,4345,HF,INC,LI,4.4,_fr^nt____,1,0.103891,0.09032000000000001,0.05576200000000001,0.12979,0.060365,0.06851700000000001,0.090599,0.09712200000000001,0.10784099999999999,0.10535,0.909557,64195158,0
58,frost,_fro_st___,_frast____,270,LF,INC,HI,5.8,_frast____,1,0.14254399999999998,0.112109,0.06878000000000001,0.175529,0.094709,0.10481499999999999,0.12080500000000001,0.133707,0.14989400000000003,0.14568799999999998,1.24858,64195158,0
59,gain,__gain____,__gen_____,10335,HF,CON,LI,2.8,__gen_____,1,0.072942,0.043191,0.063313,0.054749000000000006,0.03835700000000001,0.03948999999999999,0.0528,0.060527,0.061482,0.06305100000000001,0.549902,64195158,0
60,gang,__ga_ng___,__g@ng____,392,LF,CON,HI,5.5,__g@ng____,1,0.064613,0.038467,0.047990999999999985,0.063385,0.050811,0.06227,0.05724900000000001,0.071039,0.060652,0.064017,0.580494,64195158,0
61,gasp,__ga_sp___,__g@sp____,41,LF,INC,LI,4.1,__g@sp____,1,0.087107,0.066469,0.06251699999999999,0.08276700000000001,0.112249,0.077081,0.069042,0.07826500000000002,0.08435300000000001,0.087953,0.807803,64195158,0
62,girl,__gi_rl___,__g^rl____,765,HF,CON,HI,6.3,__g^rl____,1,0.098098,0.076442,0.07030800000000001,0.087255,0.050333,0.10677099999999999,0.08417399999999998,0.09454900000000001,0.09751099999999999,0.09937800000000001,0.864819,64195158,0
63,glass,_gla_ss___,_gl@s_____,2297,HF,CON,HI,6.5,_gl@s_____,1,0.07969400000000001,0.10195800000000001,0.04016200000000001,0.06656,0.045405999999999995,0.052118,0.05803,0.07534,0.082636,0.076083,0.677987,64195158,0
64,green,_green____,_grin_____,2189,HF,INC,HI,6.2,_grin_____,1,0.06942200000000001,0.077142,0.026072000000000005,0.042205,0.033139,0.044346000000000003,0.046743,0.062583,0.05605,0.053354,0.511056,64195158,0
65,grief,_grief____,_grif_____,83,LF,CON,LI,3.5,_grif_____,1,0.088279,0.07696500000000002,0.04119200000000001,0.11064899999999997,0.05311799999999999,0.060486,0.071455,0.076018,0.07627,0.07297300000000001,0.7274049999999999,64195158,0
66,group,_group____,_grup_____,49355,HF,INC,LI,5.2,_grup_____,1,0.139705,0.15339399999999997,0.06714900000000001,0.12894300000000003,0.128223,0.094484,0.112158,0.126113,0.116766,0.143763,1.210698,64195158,0
67,gun,__gu_n____,__g^n_____,983,HF,CON,HI,6.6,__g^n_____,1,0.09875099999999999,0.06648899999999999,0.107919,0.07849799999999998,0.05310600000000001,0.069787,0.07592800000000001,0.090003,0.09640800000000001,0.098546,0.8354350000000001,64195158,0
68,halt,__ha_lt___,__halt____,1412,LF,CON,LI,3.5,__halt____,1,0.07164400000000001,0.049149,0.04466200000000001,0.074337,0.053642999999999996,0.046563999999999994,0.056063,0.061056,0.075531,0.08110900000000001,0.613758,64195158,0
69,harm,__ha_rm___,__harm____,707,LF,INC,LI,3.3,__harm____,1,0.09772499999999999,0.06569599999999999,0.078463,0.082257,0.069445,0.09933000000000002,0.092693,0.09069400000000001,0.093333,0.102204,0.8718400000000001,64195158,0
70,harp,__ha_rp___,__harp____,100,LF,INC,HI,5.5,__harp____,1,0.095883,0.072105,0.07347799999999999,0.084102,0.05775900000000002,0.079669,0.07814299999999999,0.08054000000000001,0.09149600000000001,0.10684600000000001,0.820021,64195158,0
71,haste,__ha_ste__,__hest____,84,LF,INC,LI,2.9,__hest____,1,0.092745,0.061642,0.068249,0.08951699999999999,0.05779100000000001,0.05410800000000001,0.063276,0.06853000000000001,0.082728,0.09625500000000001,0.7348410000000001,64195158,0
72,head,__head____,__hEd_____,8865,HF,INC,HI,6.8,__hEd_____,1,0.074853,0.044912,0.07425400000000001,0.07081799999999999,0.052547,0.038281,0.046241000000000004,0.0606,0.067891,0.069273,0.59967,64195158,0
73,health,__health__,__hElT____,12578,HF,CON,LI,3.9,__hElT____,1,0.09772700000000001,0.064448,0.04840100000000001,0.066485,0.05421500000000001,0.080887,0.063873,0.07501200000000001,0.09122700000000002,0.09503,0.7373050000000001,64195158,0
74,height,__height__,__hAt_____,294,LF,INC,LI,4.0,__hAt_____,1,0.057407,0.032492,0.071738,0.190885,0.058465,0.032748000000000006,0.036912,0.044954,0.047813999999999995,0.052139,0.625554,64195158,0
75,hold,__ho_ld___,__hold____,7425,HF,CON,LI,4.0,__hold____,1,0.102411,0.074652,0.065497,0.08352599999999999,0.10729600000000002,0.09627100000000001,0.081763,0.098276,0.09446600000000001,0.125494,0.9296520000000001,64195158,0
76,home,__ho_me___,__hom_____,18432,HF,INC,HI,5.7,__hom_____,1,0.09836600000000001,0.07108099999999999,0.057093000000000005,0.09323300000000001,0.087248,0.066033,0.06954,0.091029,0.08848500000000001,0.119595,0.8417030000000001,64195158,0
77,hope,__ho_pe___,__hop_____,4917,HF,CON,LI,3.0,__hop_____,1,0.102424,0.081707,0.06048500000000001,0.08152099999999998,0.07913,0.067554,0.073272,0.09361700000000002,0.09199,0.124403,0.8561030000000002,64195158,0
78,house,__house___,__hWs_____,22988,HF,INC,HI,6.206493506493507,__hWs_____,1,0.1315,0.10683100000000001,0.106004,0.108066,0.096127,0.101533,0.100413,0.12800399999999998,0.141013,0.175021,1.194512,64195158,0
79,join,__join____,__JOn_____,2402,HF,CON,LI,3.0,__JOn_____,1,0.10662,0.07824100000000002,0.10117299999999999,0.10839599999999999,0.06213,0.067913,0.074492,0.09585100000000002,0.10160300000000001,0.10051799999999998,0.896937,64195158,0
80,judge,__ju_dge__,__J^J_____,12372,HF,CON,HI,6.0,__J^J_____,1,0.079693,0.052677999999999996,0.05937499999999998,0.054428,0.07470199999999999,0.040933,0.061865,0.07062500000000001,0.068858,0.07198399999999999,0.635141,64195158,0
81,key,__key_____,__ki______,4702,HF,INC,HI,6.4,__ki______,1,0.102435,0.063649,0.04906699999999999,0.083695,0.08567,0.05637500000000001,0.080216,0.08501900000000001,0.083607,0.10029500000000001,0.790028,64195158,0
82,large,__la_rge__,__larJ____,15747,HF,CON,LI,4.1,__larJ____,1,0.090853,0.10767800000000001,0.046496,0.074473,0.050535000000000004,0.101587,0.091701,0.092785,0.08806699999999999,0.083043,0.827218,64195158,0
83,lawn,__lawn____,__lan_____,515,LF,CON,HI,6.3,__lan_____,1,0.09709300000000001,0.07835,0.04683800000000001,0.068075,0.056466,0.061566,0.07423,0.09668900000000001,0.10549,0.100596,0.7853930000000001,64195158,0
84,leaf,__leaf____,__lif_____,248,LF,INC,HI,6.8,__lif_____,1,0.088901,0.076626,0.04219300000000001,0.075055,0.06122599999999999,0.049685,0.059725,0.07361000000000001,0.07673300000000001,0.076694,0.680448,64195158,0
85,lease,__lease___,__lis_____,1585,LF,INC,LI,3.3,__lis_____,1,0.071248,0.046999,0.040082,0.05512800000000001,0.09855900000000001,0.045726,0.049486999999999996,0.068177,0.07212600000000001,0.072297,0.619829,64195158,0
86,lend,__le_nd___,__lEnd____,1167,LF,CON,LI,3.2,__lEnd____,1,0.055664,0.051403,0.026533000000000008,0.042365,0.03302800000000001,0.03661800000000001,0.049600000000000005,0.05952400000000001,0.058713999999999995,0.061397,0.474846,64195158,0
87,less,__le_ss___,__lEs_____,20657,HF,CON,LI,2.7,__lEs_____,1,0.08034999999999999,0.06955299999999999,0.03836600000000001,0.07283999999999999,0.046598,0.06563000000000001,0.05239100000000001,0.08015800000000001,0.086345,0.080774,0.6730050000000001,64195158,0
88,life,__li_fe___,__lAf_____,13046,HF,CON,LI,3.9,__lAf_____,1,0.094735,0.082308,0.04506400000000001,0.08228399999999998,0.062578,0.06934699999999999,0.07718799999999999,0.093973,0.10178400000000001,0.100225,0.8094859999999999,64195158,0
89,lift,__li_ft___,__lIft____,964,LF,CON,LI,4.0,__lIft____,1,0.104389,0.086605,0.061109000000000004,0.07725699999999999,0.06269900000000002,0.070809,0.08718900000000002,0.10112700000000001,0.109977,0.10364,0.8648009999999999,64195158,0
90,light,__li_ght__,__lAt_____,5933,HF,CON,HI,5.3,__lAt_____,1,0.06934000000000001,0.056679,0.042279000000000004,0.050565,0.045612,0.04725,0.049778,0.06914000000000001,0.07156,0.06651,0.5687129999999999,64195158,0
91,lose,__lo_se___,__luz_____,3089,HF,INC,LI,3.0,__luz_____,1,0.12773199999999998,0.105004,0.07860900000000001,0.2777239999999999,0.150848,0.093985,0.093296,0.138333,0.141939,0.149046,1.3565159999999998,64195158,0
92,loud,__loud____,__lWd_____,307,LF,CON,LI,3.5,__lWd_____,1,0.14088799999999999,0.124706,0.08726400000000001,0.098109,0.119703,0.094742,0.10175200000000001,0.14880999999999997,0.15776400000000002,0.157295,1.231033,64195158,0
93,math,__ma_th___,__m@T_____,188,LF,INC,LI,4.2,__m@T_____,1,0.054962,0.034473000000000004,0.03459999999999999,0.13005699999999995,0.056636999999999986,0.03084,0.048641000000000004,0.045516999999999995,0.050622,0.052670999999999996,0.5390199999999998,64195158,0
94,moth,__mo_th___,__maT_____,13,LF,INC,HI,6.0,__maT_____,1,0.114395,0.084869,0.07128899999999999,0.08874099999999999,0.12459799999999996,0.07244300000000001,0.101183,0.106373,0.109816,0.113477,0.9871840000000001,64195158,0
95,mouth,__mouth___,__mWT_____,566,HF,CON,HI,6.206493506493507,__mWT_____,1,0.11501100000000002,0.08616399999999999,0.10449300000000002,0.07663600000000001,0.11647,0.076907,0.09906000000000001,0.10664000000000001,0.108297,0.123377,1.013055,64195158,0
96,move,__mo_ve___,__muv_____,15270,HF,INC,LI,3.2,__muv_____,1,0.139768,0.104637,0.09222700000000003,0.15445399999999998,0.10646299999999999,0.103523,0.12230699999999999,0.149157,0.137756,0.161185,1.2714769999999997,64195158,0
97,name,__na_me___,__nem_____,8468,HF,CON,LI,4.2,__nem_____,1,0.050092,0.040297,0.046921000000000004,0.053880000000000004,0.036001000000000005,0.029512999999999998,0.04150499999999999,0.042412000000000005,0.048186,0.054622,0.443429,64195158,0
98,neck,__ne_ck___,__nEk_____,481,HF,CON,HI,6.5,__nEk_____,1,0.07052800000000001,0.05388,0.03927900000000001,0.05691500000000001,0.040307,0.04557100000000001,0.054174,0.06057,0.063732,0.070622,0.555578,64195158,0
99,nest,__ne_st___,__nEst____,149,LF,CON,HI,6.2,__nEst____,1,0.07269800000000001,0.055601,0.054819999999999994,0.12632000000000002,0.043973000000000005,0.051898999999999994,0.056914,0.06446400000000001,0.074947,0.073166,0.6748019999999999,64195158,0
100,note,__no_te___,__not_____,4068,HF,CON,HI,5.5,__not_____,1,0.092315,0.07392800000000001,0.05938900000000001,0.073859,0.073401,0.059594999999999995,0.076975,0.086234,0.09020500000000001,0.104767,0.7906679999999999,64195158,0
101,paid,__paid____,__ped_____,11077,HF,INC,LI,3.6126582278481014,__ped_____,1,0.054696,0.032481,0.034832,0.055281,0.040994,0.029804999999999998,0.045863,0.048453,0.051031999999999994,0.051948,0.44538500000000003,64195158,0
102,pet,__pe_t____,__pEt_____,505,LF,CON,HI,6.4,__pEt_____,1,0.068778,0.051650999999999996,0.033639,0.13382300000000003,0.055761,0.047993999999999995,0.058022000000000004,0.058471999999999996,0.063656,0.06564900000000001,0.637445,64195158,0
103,phrase,phra_se___,_frez_____,430,LF,INC,LI,3.0,_frez_____,1,0.078554,0.160087,0.035504,0.063805,0.053398000000000015,0.046044,0.061110000000000005,0.06898,0.07350400000000001,0.079928,0.720914,64195158,0
104,pint,__pi_nt___,__pAnt____,49,LF,INC,LI,5.2,__pInt____,0,0.058912000000000006,0.037562,0.02955500000000001,1.2752539999999999,0.03691000000000001,0.04173500000000001,0.051369,0.058343,0.06216700000000001,0.060363,1.71217,64195158,0
105,pipe,__pi_pe___,__pAp_____,638,LF,CON,HI,6.3,__pAp_____,1,0.063676,0.052549,0.026431000000000003,0.050607,0.070451,0.048,0.062310000000000004,0.063471,0.067223,0.07228699999999999,0.577005,64195158,0
106,plan,_pla_n____,_pl@n_____,27353,HF,INC,LI,2.8,_pl@n_____,1,0.06673200000000001,0.047702,0.029610000000000004,0.049100000000000005,0.03792900000000001,0.049534,0.044904,0.063998,0.062047000000000005,0.060737000000000006,0.5122930000000001,64195158,0
107,plant,_pla_nt___,_pl@nt____,13641,HF,INC,HI,6.3,_pl@nt____,1,0.069421,0.043502000000000006,0.033057,0.057747999999999994,0.03873300000000001,0.040337,0.079531,0.061899,0.062748,0.058794,0.54577,64195158,0
108,pledge,_ple_dge__,_plEJ_____,848,LF,CON,LI,3.7,_plEJ_____,1,0.132578,0.06672900000000001,0.04303800000000001,0.06286799999999998,0.163171,0.13060000000000002,0.073286,0.092616,0.080247,0.080488,0.925621,64195158,0
109,pond,__po_nd___,__pand____,116,LF,CON,HI,6.5,__pand____,1,0.07987300000000001,0.054846,0.045156,0.065665,0.05479600000000001,0.05661500000000002,0.07288900000000001,0.089623,0.087046,0.09223300000000001,0.6987420000000001,64195158,0
110,pure,__pu_re___,__pYr_____,600,HF,CON,LI,3.7,__pYr_____,1,0.087283,0.057367,0.051559000000000015,0.25274399999999997,0.066414,0.060381,0.082382,0.093059,0.083116,0.097094,0.931399,64195158,0
111,push,__pu_sh___,__pUS_____,3251,LF,INC,LI,4.1,__pUS_____,1,0.078395,0.05098900000000001,0.032196,0.109259,0.063206,0.051048,0.073673,0.072755,0.071615,0.078498,0.6816339999999999,64195158,0
