blitz,3,5,blits,5,0
bloat,8,5,blOt,4,0
blob,2,4,blab,4,0
bloc,10,4,blak,4,0
block,66,5,blak,4,0
bloke,1,5,blOk,4,0
blond,11,5,bland,5,0
blood,121,5,bl^d,4,0
bloom,12,5,blUm,4,0
blot,6,4,blat,4,0
blouse,1,6,blWs,4,0
blow,33,4,blO,3,0
blown,9,5,blOn,4,0
blue,143,4,blU,3,0
bluff,8,5,bl^f,4,0
blunt,9,5,bl^nt,5,0
blur,3,4,blur,4,0
blush,2,5,bl^S,4,0
boar,1,4,bOr,3,0
board,239,5,bOrd,4,0
boast,8,5,bOst,4,0
boat,72,4,bOt,3,0
bob,40,3,bab,3,0
bog,1,3,bog,3,0
boil,12,4,bYl,3,0
bold,21,4,bOld,4,0
bolt,10,4,bOlt,4,0
bomb,36,4,bam,3,0
bond,46,4,band,4,0
bone,33,4,bOn,3,0
bong,1,4,boN,3,0
boo,1,3,bU,2,0
book,193,4,buk,3,0
boom,8,4,bUm,3,0
boon,3,4,bUn,3,0
boost,15,5,bUst,4,0
boot,13,4,bUt,3,0
booth,7,5,bUT,3,0
booze,4,5,bUz,3,0
bop,1,3,bap,3,0
bore,24,4,bOr,3,0
born,113,4,bOrn,4,0
borne,8,5,bOrn,4,0
boss,20,4,bos,3,0
both,730,4,bOT,3,0
bough,2,5,bW,2,0
bought,56,6,bot,3,0
bounce,8,6,bWns,4,0
bound,42,5,bWnd,4,0
bout,7,4,bWt,3,0
bow,8,3,bO,2,0
bow,8,,bW,2,1
bowl,23,4,bOl,3,0
box,70,3,baks,4,0
boy,242,3,bY,2,0
brace,14,5,brAs,4,0
brad,1,4,br@d,4,0
brag,2,4,br@g,4,0
braid,1,5,brAd,4,0
braille,1,7,brAl,4,0
brain,45,5,brAn,4,0
brake,2,5,brAk,4,0
bran,1,4,br@n,4,0
branch,33,6,br@nC,5,0
brand,17,5,br@nd,5,0
brash,1,5,br@S,4,0
brass,19,5,br@s,4,0
brat,1,4,br@t,4,0
brave,24,5,brAv,4,0
brawl,1,5,brol,4,0
brawn,1,5,bron,4,0
breach,6,6,brEC,4,0
bread,41,5,bred,4,0
breadth,7,7,bredT,5,0
break,88,5,brAk,4,0
breast,11,6,brest,5,0
breath,53,6,breT,4,0
breathe,7,7,brED,4,0
bred,1,4,bred,4,0
breed,17,5,brEd,4,0
breeze,14,6,brEz,4,0
brew,4,4,brU,3,0
bribe,1,5,brIb,4,0
brick,18,5,brik,4,0
bride,33,5,brId,4,0
bridge,98,6,brij,4,0
brief,73,5,brEf,4,0
brig,2,4,brig,4,0
bright,87,6,brIt,4,0
brim,4,4,brim,4,0
bring,158,5,briN,4,0
brink,3,5,briNk,5,0
brisk,7,5,brisk,5,0
broach,1,6,brOC,4,0
broad,84,5,brod,4,0
broil,2,5,brYl,4,0
broke,72,5,brOk,4,0
bronze,11,6,branz,5,0
brooch,1,6,brOC,4,0
brood,9,5,brUd,4,0
brook,3,5,bruk,4,0
broom,2,5,brUm,4,0
broth,3,5,broT,4,0
brought,253,7,brot,4,0
brow,6,4,brW,3,0
brown,176,5,brWn,4,0
bruise,3,6,brUz,4,0
brunt,1,5,br^nt,5,0
brush,44,5,br^S,4,0
brute,6,5,brUt,4,0
buck,20,4,b^k,3,0
bud,9,3,b^d,3,0
budge,3,5,b^j,3,0
buff,5,4,b^f,3,0
bug,4,3,b^g,3,0
build,86,5,bild,4,0
built,103,5,bilt,4,0
bulb,7,4,b^lb,4,0
bulge,5,5,b^lj,4,0
bulk,16,4,b^lk,4,0
bull,14,4,bul,3,0
bum,7,3,b^m,3,0
bump,5,4,b^mp,4,0
bun,1,3,b^n,3,0
bunch,17,5,b^nC,4,0
bunk,18,4,b^Nk,4,0
bunt,3,4,b^nt,4,0
burl,2,4,burl,4,0
burn,15,4,burn,4,0
burnt,6,5,burnt,5,0
burr,7,4,bur,3,0
burst,33,5,burst,5,0
bus,34,3,b^s,3,0
bush,14,4,buS,3,0
buss,1,4,b^s,3,0
bust,7,4,b^st,4,0
but,4381,3,b^t,3,0
butt,12,4,b^t,3,0
butte,1,5,byUt,4,0
buy,70,3,bI,2,0
buzz,13,4,b^z,3,0
by,5305,2,bI,2,0
bye,2,3,bI,2,0
cab,12,3,k@b,3,0
cache,1,5,k@S,3,0
cad,1,3,k@d,3,0
cage,9,4,kAj,3,0
cake,13,4,kAk,3,0
calf,11,4,k@f,3,0
call,188,4,kol,3,0
calm,35,4,kam,3,0
calve,1,5,k@v,3,0
cam,1,3,k@m,3,0
came,622,4,kAm,3,0
camp,75,4,k@mp,4,0
can,1772,3,k@n,3,0
cane,12,4,kAn,3,0
cant,1,4,k@nt,4,0
cap,27,3,k@p,3,0
cape,20,4,kAp,3,0
car,274,3,kar,3,0
card,26,4,kard,4,0
care,162,4,kAr,3,0
cart,5,4,kart,4,0
carve,3,5,karv,4,0
case,362,4,kAs,3,0
cash,36,4,k@S,3,0
cask,1,4,k@sk,4,0
cast,45,4,k@st,4,0
caste,3,5,k@st,4,0
cat,23,3,k@t,3,0
catch,43,5,k@C,3,0
caught,98,6,kot,3,0
cause,130,5,koz,3,0
cave,9,4,kAv,3,0
cease,15,5,sEs,3,0
cell,65,4,sel,3,0
cent,158,4,sent,4,0
chafe,1,5,CAf,3,0
chain,50,5,CAn,3,0
chair,66,5,CAr,3,0
chaise,1,6,CAz,3,0
chalk,3,5,Cok,3,0
champ,1,5,C@mp,4,0
chance,131,6,C@ns,4,0
change,240,6,CAnj,4,0
chant,2,5,C@nt,4,0
chap,5,4,C@p,3,0
char,1,4,Car,3,0
charge,122,6,Carj,4,0
charm,26,5,Carm,4,0
chart,22,5,Cart,4,0
chase,18,5,CAs,3,0
chaste,1,6,CAst,4,0
chat,5,4,C@t,3,0
chaw,1,4,Co,2,0
cheap,24,5,CEp,3,0
cheat,3,5,CEt,3,0
check,88,5,Cek,3,0
cheek,20,5,CEk,3,0
cheep,1,5,CEp,3,0
cheer,8,5,CEr,3,0
cheese,9,6,CEz,3,0
chef,9,4,Sef,3,0
chess,3,5,Ces,3,0
chest,53,5,Cest,4,0
chew,2,4,CU,2,0
chic,7,4,SEk,3,0
chick,3,5,Cik,3,0
chide,2,5,CId,3,0
chief,119,5,CEf,3,0
child,213,5,CIld,4,0
chill,14,5,Cil,3,0
chime,1,5,CIm,3,0
chin,27,4,Cin,3,0
chip,17,4,Cip,3,0
chive,1,5,CIv,3,0
choice,113,6,CYs,3,0
choir,8,5,kwIr,4,0
choke,9,5,COk,3,0
chomp,1,5,Camp,4,0
choose,50,6,CUz,3,0
chop,3,4,Cap,3,0
chord,7,5,kOrd,4,0
chore,7,5,COr,3,0
chose,37,5,COz,3,0
chow,2,4,CW,2,0
christ,97,6,krIst,5,0
chrome,4,6,krOm,4,0
chuck,14,5,C^k,3,0
chum,1,4,C^m,3,0
chump,1,5,C^mp,4,0
chunk,2,5,C^Nk,4,0
church,348,6,CurC,4,0
churn,1,5,Curn,4,0
chute,2,5,SUt,3,0
cinch,3,5,sinC,4,0
cite,7,4,sIt,3,0
clad,7,4,kl@d,4,0
claim,98,5,klAm,4,0
clam,3,4,kl@m,4,0
clamp,1,5,kl@mp,5,0
clan,2,4,kl@n,4,0
clang,1,5,kl@N,4,0
clap,1,4,kl@p,4,0
clash,5,5,kl@S,4,0
class,207,5,kl@s,4,0
clause,9,6,kloz,4,0
claw,1,4,klo,3,0
clay,100,4,klA,3,0
clean,70,5,klEn,4,0
clear,219,5,klEr,4,0
cleat,1,5,klEt,4,0
cleft,2,5,kleft,5,0
clench,1,6,klenC,5,0
clerk,34,5,klurk,5,0
click,2,5,klik,4,0
cliff,11,5,klif,4,0
climb,12,5,klIm,4,0
clinch,2,6,klinC,5,0
cling,6,5,kliN,4,0
clink,1,5,kliNk,5,0
clip,6,4,klip,4,0
cloak,3,5,klOk,4,0
clock,20,5,klak,4,0
clod,1,4,klad,4,0
clog,2,4,klog,4,0
clone,1,5,klOn,4,0
clop,1,4,klap,4,0
close,234,5,klOs,4,0
clot,3,4,klat,4,0
cloth,43,5,kloT,4,0
clothe,1,6,klOD,4,0
clots,1,5,klats,5,0
cloud,28,5,klWd,4,0
clout,1,5,klWt,4,0
clove,1,5,klOv,4,0
clown,3,5,klWn,4,0
club,145,4,kl^b,4,0
cluck,3,5,kl^k,4,0
clue,15,4,klU,3,0
clump,4,5,kl^mp,5,0
clung,14,5,kl^N,4,0
clutch,5,6,kl^C,4,0
coach,24,5,kOC,3,0
coal,32,4,kOl,3,0
coarse,10,6,kOrs,4,0
coast,61,5,kOst,4,0
coat,43,4,kOt,3,0
coax,1,4,kOks,4,0
cock,5,4,kak,3,0
cod,6,3,kad,3,0
code,40,4,kOd,3,0
coil,6,4,kYl,3,0
coin,10,4,kYn,3,0
coke,4,4,kOk,3,0
cold,171,4,kOld,4,0
cole,1,4,kOl,3,0
colt,18,4,kOlt,4,0
comb,6,4,kOm,3,0
come,630,4,k^m,3,0
con,7,3,kan,3,0
cone,13,4,kOn,3,0
cook,47,4,kuk,3,0
cool,62,4,kUl,3,0
coop,3,4,kUp,3,0
cop,15,3,kap,3,0
cope,21,4,kOp,3,0
cord,6,4,kOrd,4,0
core,37,4,kOr,3,0
cork,9,4,kOrk,4,0
corn,34,4,kOrn,4,0
corps,109,5,kOr,3,0
corpse,7,6,kOrps,5,0
cost,229,4,kost,4,0
cot,1,3,kat,3,0
couch,12,5,kWC,3,0
cough,7,5,kof,3,0
could,1599,5,kud,3,0
count,49,5,kWnt,4,0
coup,4,4,kU,2,0
coupe,2,5,kUp,3,0
course,465,6,kOrs,4,0
court,230,5,kOrt,4,0
cove,2,4,kOv,3,0
cow,29,3,kW,2,0
cowl,1,4,kWl,3,0
cox,5,3,kaks,4,0
coy,4,3,kY,2,0
crab,1,4,kr@b,4,0
crack,21,5,kr@k,4,0
craft,23,5,kr@ft,5,0
crag,1,4,kr@g,4,0
cram,1,4,kr@m,4,0
cramp,2,5,kr@mp,5,0
crane,5,5,krAn,4,0
crank,1,5,kr@Nk,5,0
crap,3,4,kr@p,4,0
crash,20,5,kr@S,4,0
crass,2,5,kr@s,4,0
crate,2,5,krAt,4,0
crave,2,5,krAv,4,0
crawl,11,5,krol,4,0
craze,2,5,krAz,4,0
creak,1,5,krEk,4,0
cream,20,5,krEm,4,0
crease,1,6,krEs,4,0
creche,1,6,kreS,4,0
creed,8,5,krEd,4,0
creek,14,5,krEk,4,0
creep,10,5,krEp,4,0
crepe,1,5,krAp,4,0
crept,11,5,krept,5,0
crest,12,5,krest,5,0
crew,36,4,krU,3,0
crib,5,4,krib,4,0
crime,34,5,krIm,4,0
crisp,8,5,krisp,5,0
croak,1,5,krOk,4,0
crock,1,5,krak,4,0
crone,2,5,krOn,4,0
crook,3,5,kruk,4,0
croon,1,5,krUn,4,0
crop,20,4,krap,4,0
cross,55,5,kros,4,0
crouch,7,6,krWC,4,0
crow,2,4,krO,3,0
crowd,53,5,krWd,4,0
crown,19,5,krWn,4,0
crude,15,5,krUd,4,0
cruise,2,6,krUz,4,0
crumb,3,5,kr^m,4,0
crunch,2,6,kr^nC,5,0
crush,4,5,kr^S,4,0
crust,1,5,kr^st,5,0
crutch,1,6,kr^C,4,0
crux,2,4,kr^ks,5,0
cry,48,3,krI,3,0
crypt,1,5,kript,5,0
cub,1,3,k^b,3,0
cube,1,4,kyUb,4,0
cud,1,3,k^d,3,0
cue,1,3,kyU,3,0
cuff,1,4,k^f,3,0
cull,1,4,k^l,3,0
cult,11,4,k^lt,4,0
cup,45,3,k^p,3,0
cur,1,3,kur,3,0
curb,13,4,kurb,4,0
curd,2,4,kurd,4,0
cure,28,4,kyur,4,0
curl,2,4,kurl,4,0
curse,11,5,kurs,4,0
curt,32,4,kurt,4,0
curve,45,5,kurv,4,0
cusp,2,4,k^sp,4,0
cut,192,3,k^t,3,0
cute,5,4,kyUt,4,0
cyst,1,4,sist,4,0
czar,1,4,zar,3,0
dad,15,3,d@d,3,0
dale,5,4,dAl,3,0
dam,5,3,d@m,3,0
dame,7,4,dAm,3,0
damn,34,4,d@m,3,0
damp,16,4,d@mp,4,0
dance,90,5,d@ns,4,0
dane,2,4,dAn,3,0
dang,1,4,d@N,3,0
dank,1,4,d@Nk,4,0
dare,21,4,dAr,3,0
dark,185,4,dark,4,0
darn,3,4,darn,4,0
dart,1,4,dart,4,0
dash,11,4,d@S,3,0
date,103,4,dAt,3,0
daunt,1,5,dont,4,0
dawn,28,4,don,3,0
day,686,3,dA,2,0
days,1,4,dAz,3,0
daze,1,4,dAz,3,0
dead,174,4,ded,3,0
deaf,12,4,def,3,0
deal,142,4,dEl,3,0
dealt,22,5,delt,4,0
dean,40,4,dEn,3,0
dear,54,4,dEr,3,0
dearth,3,6,durT,4,0
death,277,5,deT,3,0
debt,13,4,det,3,0
deck,23,4,dek,3,0
deed,8,4,dEd,3,0
deem,1,4,dEm,3,0
deep,109,4,dEp,3,0
deer,13,4,dEr,3,0
deft,2,4,deft,4,0
dell,5,4,del,3,0
den,2,3,den,3,0
dense,9,5,dens,4,0
dent,2,4,dent,4,0
depth,53,5,depT,4,0
desk,65,4,desk,4,0
dew,3,3,dU,2,0
dial,1,4,dIl,3,0
dice,14,4,dIs,3,0
dick,18,4,dik,3,0
did,1044,3,did,3,0
die,73,3,dI,2,0
died,1,4,dId,3,0
dig,10,3,dig,3,0
dike,1,4,dIk,3,0
dill,12,4,dil,3,0
dim,19,3,dim,3,0
dime,4,4,dIm,3,0
din,1,3,din,3,0
dine,2,4,dIn,3,0
dint,1,4,dint,4,0
dip,6,3,dip,3,0
dire,1,4,dIr,3,0
dirge,2,5,durj,4,0
dirt,43,4,durt,4,0
disc,6,4,disk,4,0
dish,16,4,diS,3,0
disk,25,4,disk,4,0
ditch,10,5,diC,3,0
dive,23,4,dIv,3,0
do,1363,2,dU,2,0
dock,8,4,dak,3,0
dodge,11,5,daj,3,0
doe,1,3,dO,2,0
does,485,4,d^z,3,0
dog,75,3,dog,3,0
dole,1,4,dOl,3,0
doll,10,4,dal,3,0
dome,17,4,dOm,3,0
done,320,4,d^n,3,0
doom,3,4,dUm,3,0
door,312,4,dOr,3,0
dope,2,4,dOp,3,0
dork,1,4,dOrk,4,0
dorm,1,4,dOrm,4,0
dose,11,4,dOs,3,0
dost,1,4,d^st,4,0
dot,13,3,dat,3,0
dots,1,4,dats,4,0
doubt,114,5,dWt,3,0
dough,13,5,dO,2,0
dour,2,4,dWr,3,0
douse,1,5,dWs,3,0
dove,2,4,d^v,3,0
dove,2,4,dOv,3,1
dow,4,3,dW,2,0
down,895,4,dWn,3,0
drab,5,4,dr@b,4,0
draft,24,5,dr@ft,5,0
drag,15,4,dr@g,4,0
drain,18,5,drAn,4,0
drake,2,5,drAk,4,0
dram,1,4,dr@m,4,0
drank,19,5,dr@Nk,5,0
drape,1,5,drAp,4,0
draught,1,7,dr@ft,5,0
draw,56,4,dro,3,0
drawl,2,5,drol,4,0
drawn,70,5,dron,4,0
dread,9,5,dred,4,0
dream,64,5,drEm,4,0
dreamt,1,6,dremt,5,0
dress,67,5,dres,4,0
drew,68,4,drU,3,0
dried,28,5,drId,4,0
drift,18,5,drift,5,0
drill,33,5,dril,4,0
drink,82,5,driNk,5,0
drip,1,4,drip,4,0
drive,105,5,drIv,4,0
drone,3,5,drOn,4,0
drool,1,5,drUl,4,0
droop,1,5,drUp,4,0
drop,59,4,drap,4,0
dross,4,5,dros,4,0
drought,5,7,drWt,4,0
drove,62,5,drOv,4,0
drown,3,5,drWn,4,0
drugs,1,5,dr^gz,5,0
drum,11,4,dr^m,4,0
drunk,37,5,dr^Nk,5,0
dry,68,3,drI,3,0
dub,1,3,d^b,3,0
duck,9,4,d^k,3,0
duct,1,4,d^kt,4,0
dud,1,3,d^d,3,0
due,142,3,dU,2,0
duel,5,4,dUl,3,0
dug,15,3,d^g,3,0
duke,11,4,dUk,3,0
dull,27,4,d^l,3,0
dumb,13,4,d^m,3,0
dump,4,4,d^mp,4,0
dun,1,3,d^n,3,0
dune,1,4,dUn,3,0
dung,2,4,d^N,3,0
dunk,1,4,d^Nk,4,0
dusk,9,4,d^sk,4,0
dust,70,4,d^st,4,0
dwarf,3,5,dwOrf,5,0
dwell,8,5,dwel,4,0
dwelt,1,5,dwelt,5,0
dyke,1,4,dIk,3,0
each,877,4,EC,2,0
ear,29,3,Er,2,0
earl,12,4,url,3,0
earn,16,4,urn,3,0
earth,150,5,urT,3,0
ease,42,4,Ez,2,0
east,183,4,Est,3,0
eat,61,3,Et,2,0
eave,1,4,Ev,2,0
ebb,1,3,eb,2,0
edge,78,4,ej,2,0
eel,2,3,El,2,0
egg,12,3,eg,2,0
eight,104,5,At,2,0
eighth,23,6,AtT,3,0
elk,1,3,elk,3,0
elm,3,3,elm,3,0
else,176,4,els,3,0
end,410,3,end,3,0
err,1,3,ur,2,0
eve,19,3,Ev,2,0
ewe,1,3,yU,2,0
face,371,4,fAs,3,0
fact,447,4,f@kt,4,0
fad,2,3,f@d,3,0
fade,2,4,fAd,3,0
fail,37,4,fAl,3,0
faint,25,5,fAnt,4,0
fair,77,4,fAr,3,0
faith,111,5,fAT,3,0
fake,10,4,fAk,3,0
fall,147,4,fol,3,0
false,29,5,fols,4,0
fame,18,4,fAm,3,0
fan,18,3,f@n,3,0
fang,1,4,f@N,3,0
far,427,3,far,3,0
farce,3,5,fars,4,0
fare,7,4,fAr,3,0
farm,125,4,farm,4,0
fast,78,4,f@st,4,0
fat,60,3,f@t,3,0
fate,33,4,fAt,3,0
fault,22,5,folt,4,0
fawn,1,4,fon,3,0
fay,1,3,fA,2,0
faze,1,4,fAz,3,0
fear,127,4,fEr,3,0
feast,3,5,fEst,4,0
feat,6,4,fEt,3,0
fed,42,3,fed,3,0
fee,16,3,fE,2,0
feed,123,4,fEd,3,0
feel,216,4,fEl,3,0
feet,283,4,fEt,3,0
feint,2,5,fAnt,4,0
fell,92,4,fel,3,0
felt,357,4,felt,4,0
fen,1,3,fen,3,0
fence,30,5,fens,4,0
fend,1,4,fend,4,0
fern,1,4,furn,4,0
fetch,6,5,feC,3,0
fete,3,4,fet,3,0
feud,1,4,fyUd,4,0
few,601,3,fyU,3,0
fiche,1,5,fES,3,0
field,274,5,fEld,4,0
fiend,3,5,fEnd,4,0
fierce,8,6,fErs,4,0
fife,1,4,fIf,3,0
fifth,38,5,fifT,4,0
fig,72,3,fig,3,0
fight,98,5,fIt,3,0
file,81,4,fIl,3,0
fill,50,4,fil,3,0
film,96,4,film,4,0
filth,2,5,filT,4,0
fin,2,3,fin,3,0
find,399,4,fInd,4,0
fine,161,4,fIn,3,0
fink,1,4,fiNk,4,0
fir,2,3,fur,3,0
fire,187,4,fIr,3,0
firm,109,4,furm,4,0
first,1360,5,furst,5,0
fish,35,4,fiS,3,0
fist,26,4,fist,4,0
fit,75,3,fit,3,0
five,286,4,fIv,3,0
fix,14,3,fiks,4,0
fixed,87,5,fikst,5,0
flack,1,5,fl@k,4,0
flag,16,4,fl@g,4,0
flail,1,5,flAl,4,0
flair,8,5,flAr,4,0
flake,1,5,flAk,4,0
flame,17,5,flAm,4,0
flange,2,6,fl@nj,5,0
flank,2,5,fl@Nk,5,0
flare,3,5,flAr,4,0
flash,21,5,fl@S,4,0
flask,5,5,fl@sk,5,0
flat,67,4,fl@t,4,0
flaunt,1,6,flont,5,0
flaw,3,4,flo,3,0
flax,3,4,fl@ks,5,0
flays,1,5,flAz,4,0
flea,2,4,flE,3,0
fleck,1,5,flek,4,0
fled,28,4,fled,4,0
flee,1,4,flE,3,0
fleet,17,5,flEt,4,0
flesh,52,5,fleS,4,0
flew,27,4,flU,3,0
flex,2,4,fleks,5,0
flick,2,5,flik,4,0
flight,46,6,flIt,4,0
fling,2,5,fliN,4,0
flint,4,5,flint,5,0
flip,4,4,flip,4,0
flirt,1,5,flurt,5,0
float,3,5,flOt,4,0
flock,10,5,flak,4,0
floe,1,4,flO,3,0
flog,1,4,flog,4,0
flood,19,5,fl^d,4,0
floor,158,5,flOr,4,0
flop,1,4,flap,4,0
floss,1,5,flos,4,0
flour,8,5,flWr,4,0
flow,67,4,flO,3,0
flown,4,5,flOn,4,0
flu,8,3,flU,3,0
fluff,1,5,fl^f,4,0
fluke,1,5,flUk,4,0
flung,14,5,fl^N,4,0
flush,11,5,fl^S,4,0
flute,1,5,flUt,4,0
flux,30,4,fl^ks,5,0
fly,33,3,flI,3,0
foal,2,4,fOl,3,0
foam,37,4,fOm,3,0
foe,8,3,fO,2,0
fog,25,3,fog,3,0
foil,20,4,fYl,3,0
foist,1,5,fYst,4,0
fold,7,4,fOld,4,0
folk,34,4,fOk,3,0
fond,13,4,fand,4,0
font,1,4,fant,4,0
food,147,4,fUd,3,0
fool,37,4,fUl,3,0
foot,70,4,fut,3,0
for,9489,3,fOr,3,0
force,230,5,fOrs,4,0
ford,24,4,fOrd,4,0
fore,7,4,fOr,3,0
forge,10,5,fOrj,4,0
fork,14,4,fOrk,4,0
form,370,4,fOrm,4,0
fort,55,4,fOrt,4,0
forth,71,5,fOrT,4,0
fought,46,6,fot,3,0
foul,4,4,fWl,3,0
found,536,5,fWnd,4,0
four,359,4,fOr,3,0
fourth,74,6,fOrT,4,0
fowl,1,4,fWl,3,0
fox,13,3,faks,4,0
frail,8,5,frAl,4,0
frame,74,5,frAm,4,0
frank,68,5,fr@Nk,5,0
frappe,1,6,fr@p,4,0
fraud,8,5,frod,4,0
fray,1,4,frA,3,0
freak,4,5,frEk,4,0
free,260,4,frE,3,0
freed,1,5,frEd,4,0
freeze,6,6,frEz,4,0
freight,28,7,frAt,4,0
french,139,6,frenC,5,0
fresh,82,5,freS,4,0
fret,1,4,fret,4,0
fried,6,5,frId,4,0
friend,133,6,frend,5,0
frieze,13,6,frEz,4,0
fright,2,6,frIt,4,0
frill,1,5,fril,4,0
fringe,16,6,frinj,5,0
frock,2,5,frak,4,0
frog,1,4,frog,4,0
from,4369,4,fr^m,4,0
front,221,5,fr^nt,5,0
frost,6,5,frost,5,0
froth,1,5,froT,4,0
frown,1,5,frWn,4,0
froze,5,5,frOz,4,0
fruit,35,5,frUt,4,0
frump,1,5,fr^mp,5,0
fry,2,3,frI,3,0
fuck,1,4,f^k,3,0
fuel,17,4,fyUl,4,0
full,230,4,ful,3,0
fun,44,3,f^n,3,0
fund,62,4,f^nd,4,0
funk,4,4,f^Nk,4,0
fur,13,3,fur,3,0
fuse,5,4,fyUz,4,0
fuss,4,4,f^s,3,0
fuzz,3,4,f^z,3,0
gab,1,3,g@b,3,0
gag,4,3,g@g,3,0
gage,4,4,gAj,3,0
gain,74,4,gAn,3,0
gait,8,4,gAt,3,0
gal,1,3,g@l,3,0
gale,2,4,gAl,3,0
gall,7,4,gol,3,0
game,123,4,gAm,3,0
gang,22,4,g@N,3,0
gap,17,3,g@p,3,0
gape,1,4,gAp,3,0
garb,3,4,garb,4,0
gas,98,3,g@s,3,0
gash,1,4,g@S,3,0
gasp,3,4,g@sp,4,0
gate,37,4,gAt,3,0
gauche,1,6,gOS,3,0
gauge,12,5,gAj,3,0
gaunt,6,5,gont,4,0
gauze,1,5,goz,3,0
gave,285,4,gAv,3,0
gay,30,3,gA,2,0
gaze,12,4,gAz,3,0
gear,26,4,gEr,3,0
gee,4,3,jE,2,0
geese,3,5,gEs,3,0
gel,2,3,jel,3,0
gem,4,3,jem,3,0
gene,9,4,jEn,3,0
gent,1,4,jent,4,0
germs,1,5,jurms,5,0
